Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR,treatment,term_clean,-log10(p),gene_ratio
GOTERM_BP_FAT,GO:0051607~defense response to virus,6,20.0,5.333492047763847e-05,"3437, 664, 665, 3434, 3433, 8638",27,309,19104,13.738942826321466,0.0404929976996751,0.0412812284496921,0.0412812284496921,hATF567,defense response to virus,4.272988348105781,0.2222222222222222
GOTERM_BP_FAT,GO:0140374~antiviral innate immune response,4,13.333333333333334,0.00014728228339496195,"3437, 3434, 3433, 8638",27,76,19104,37.239766081871345,0.1078778141531677,0.0569982436738502,0.0569982436738502,hATF567,antiviral innate immune response,3.831849491355313,0.14814814814814814
GOTERM_BP_FAT,GO:0009615~response to virus,6,20.0,0.0002458695404109581,"3437, 664, 665, 3434, 3433, 8638",27,428,19104,9.919003115264797,0.1735140181660375,0.0634343414260271,0.0634343414260271,hATF567,response to virus,3.609295270573244,0.2222222222222222
GOTERM_BP_FAT,GO:0006915~apoptotic process,7,23.333333333333332,0.0040683666714288,"664, 665, 3433, 51454, 3486, 3397, 3856",27,1165,19104,4.251406771578445,0.9575494481843622,0.497655694476565,0.497655694476565,hATF567,apoptotic process,2.3905799121401765,0.25925925925925924
GOTERM_BP_FAT,GO:0008637~apoptotic mitochondrial changes,3,10.0,0.0042937043644799,"664, 665, 3433",27,72,19104,29.48148148148148,0.964377766798542,0.497655694476565,0.497655694476565,hATF567,apoptotic mitochondrial changes,2.3671678614589378,0.1111111111111111
GOTERM_BP_FAT,GO:0042981~regulation of apoptotic process,8,26.666666666666668,0.0048029965702529,"3437, 664, 665, 3433, 3399, 3486, 3397, 3856",27,1617,19104,3.5005840720126433,0.976038100222007,0.497655694476565,0.497655694476565,hATF567,regulation of apoptotic process,2.318487723484038,0.2962962962962963
GOTERM_BP_FAT,GO:0012501~programmed cell death,7,23.333333333333332,0.0050215180130781,"664, 665, 3433, 51454, 3486, 3397, 3856",27,1216,19104,4.073099415204678,0.9797880316190146,0.497655694476565,0.497655694476565,hATF567,programmed cell death,2.299164975077125,0.25925925925925924
GOTERM_BP_FAT,GO:0008219~cell death,7,23.333333333333332,0.0051437281082849,"664, 665, 3433, 51454, 3486, 3397, 3856",27,1222,19104,4.0531005637388615,0.9816233975336092,0.497655694476565,0.497655694476565,hATF567,cell death,2.288721995797735,0.25925925925925924
GOTERM_BP_FAT,GO:0043067~regulation of programmed cell death,8,26.666666666666668,0.0059276140011225,"3437, 664, 665, 3433, 3399, 3486, 3397, 3856",27,1680,19104,3.369312169312169,0.9900239726737502,0.5097748040965365,0.5097748040965365,hATF567,regulation of programmed cell death,2.227120084826394,0.2962962962962963
GOTERM_BP_FAT,GO:0043065~positive regulation of apoptotic process,5,16.666666666666664,0.0072151797497261,"664, 665, 3433, 3399, 3486",27,576,19104,6.1419753086419755,0.9963463721007144,0.5584549126288054,0.5584549126288054,hATF567,positive regulation of apoptotic process,2.141752844980499,0.18518518518518517
GOTERM_BP_FAT,GO:0043068~positive regulation of programmed cell death,5,16.666666666666664,0.0083604016179107,"664, 665, 3433, 3399, 3486",27,601,19104,5.886485487151044,0.9985063731496444,0.5882682592966318,0.5882682592966318,hATF567,positive regulation of programmed cell death,2.0777728593728293,0.18518518518518517
GOTERM_BP_FAT,GO:0097345~mitochondrial outer membrane permeabilization,2,6.666666666666667,0.0121848118766801,"664, 665",27,9,19104,157.23456790123456,0.99992524039413,0.7064605943853234,0.7064605943853234,hATF567,mitochondrial outer membrane permeabilization,1.91418117157162,0.07407407407407407
GOTERM_BP_FAT,GO:0035694~mitochondrial protein catabolic process,2,6.666666666666667,0.0148730948029299,"664, 665",27,11,19104,128.64646464646464,0.999990954348995,0.7064605943853234,0.7064605943853234,hATF567,mitochondrial protein catabolic process,1.827598653805595,0.07407407407407407
GOTERM_CC_FAT,GO:0016363~nuclear matrix,3,10.0,0.015145257393582,"6596, 1063, 3856",25,132,16775,15.25,0.8582121169241026,1.0,1.0,hATF567,nuclear matrix,1.819723341435619,0.12
GOTERM_MF_FAT,GO:0140678~molecular function inhibitor activity,5,16.666666666666664,0.0152645721572256,"3434, 3399, 3397, 55450, 56901",26,677,17305,4.915634586978753,0.9509505307034736,1.0,1.0,hATF567,molecular function inhibitor activity,1.816315363809473,0.19230769230769232
GOTERM_BP_FAT,GO:0043653~mitochondrial fragmentation involved in apoptotic process,2,6.666666666666667,0.0162145969003606,"664, 665",27,12,19104,117.92592592592592,0.9999968537720414,0.7064605943853234,0.7064605943853234,hATF567,mitochondrial fragmentation involved in apoptotic process,1.7900938435451312,0.07407407407407407
GOTERM_BP_FAT,GO:0140694~membraneless organelle assembly,4,13.333333333333334,0.0170178290112824,"130916, 1063, 1062, 3856",27,404,19104,7.005500550055005,0.999998329403263,0.7064605943853234,0.7064605943853234,hATF567,membraneless organelle assembly,1.7690958442842175,0.14814814814814814
GOTERM_BP_FAT,GO:0071456~cellular response to hypoxia,3,10.0,0.0171539012093905,"664, 665, 56901",27,148,19104,14.342342342342342,0.9999984993598112,0.7064605943853234,0.7064605943853234,hATF567,cellular response to hypoxia,1.765637095385808,0.1111111111111111
GOTERM_BP_FAT,GO:0010917~negative regulation of mitochondrial membrane potential,2,6.666666666666667,0.0175543423680978,"664, 665",27,13,19104,108.85470085470084,0.9999989057501268,0.7064605943853234,0.7064605943853234,hATF567,negative regulation of mitochondrial membrane potential,1.7556154357090805,0.07407407407407407
GOTERM_BP_FAT,GO:0045837~negative regulation of membrane potential,2,6.666666666666667,0.0175543423680978,"664, 665",27,13,19104,108.85470085470084,0.9999989057501268,0.7064605943853234,0.7064605943853234,hATF567,negative regulation of membrane potential,1.7556154357090805,0.07407407407407407
GOTERM_BP_FAT,GO:0051707~response to other organism,7,23.333333333333332,0.018301667215198,"3437, 664, 665, 3434, 3433, 8638, 3856",27,1600,19104,3.095555555555555,0.9999993932756688,0.7064605943853234,0.7064605943853234,hATF567,response to other organism,1.7375093458225808,0.25925925925925924
GOTERM_BP_FAT,GO:0043207~response to external biotic stimulus,7,23.333333333333332,0.0184572182373306,"3437, 664, 665, 3434, 3433, 8638, 3856",27,1603,19104,3.0897622513343035,0.99999946339335,0.7064605943853234,0.7064605943853234,hATF567,response to external biotic stimulus,1.7338337526715297,0.25925925925925924
GOTERM_BP_FAT,GO:0036294~cellular response to decreased oxygen levels,3,10.0,0.0191675355065785,"664, 665, 56901",27,157,19104,13.52016985138004,0.9999996938072738,0.7064605943853234,0.7064605943853234,hATF567,cellular response to decreased oxygen levels,1.7174337235694803,0.1111111111111111
GOTERM_BP_FAT,GO:0009607~response to biotic stimulus,7,23.333333333333332,0.0208465201290324,"3437, 664, 665, 3434, 3433, 8638, 3856",27,1647,19104,3.007218511772246,0.9999999188388706,0.7212131249709544,0.7212131249709544,hATF567,response to biotic stimulus,1.680966430613018,0.25925925925925924
GOTERM_BP_FAT,GO:1902110~positive regulation of mitochondrial membrane permeability involved in apoptotic process,2,6.666666666666667,0.0215630610711511,"664, 665",27,16,19104,88.44444444444444,0.999999953979514,0.7212131249709544,0.7212131249709544,hATF567,positive regulation of mitochondrial membrane permeability involved in apoptotic process,1.6662895870871284,0.07407407407407407
GOTERM_BP_FAT,GO:0006952~defense response,7,23.333333333333332,0.0225941494483762,"3437, 55870, 664, 665, 3434, 3433, 8638",27,1677,19104,2.953422116212814,0.9999999796729628,0.7212131249709544,0.7212131249709544,hATF567,defense response,1.6460040029421843,0.25925925925925924
GOTERM_BP_FAT,GO:0071453~cellular response to oxygen levels,3,10.0,0.0234775047827549,"664, 665, 56901",27,175,19104,12.12952380952381,0.9999999899133852,0.7212131249709544,0.7212131249709544,hATF567,cellular response to oxygen levels,1.6293480623079388,0.1111111111111111
GOTERM_BP_FAT,GO:1902686~mitochondrial outer membrane permeabilization involved in programmed cell death,2,6.666666666666667,0.0242267974796444,"664, 665",27,18,19104,78.61728395061728,0.9999999944359962,0.7212131249709544,0.7212131249709544,hATF567,mitochondrial outer membrane permeabilization involved in programmed cell death,1.615703991097383,0.07407407407407407
GOTERM_BP_FAT,GO:0071345~cellular response to cytokine stimulus,5,16.666666666666664,0.0257659743921864,"3437, 3434, 3433, 8638, 3856",27,841,19104,4.206632316025895,0.999999998362986,0.738624599242679,0.738624599242679,hATF567,cellular response to cytokine stimulus,1.5889534291723189,0.18518518518518517
GOTERM_BP_FAT,GO:0044419~biological process involved in interspecies interaction between organisms,7,23.333333333333332,0.0272652712018999,"3437, 664, 665, 3434, 3433, 8638, 3856",27,1750,19104,2.830222222222222,0.9999999995037772,0.753689996795376,0.753689996795376,hATF567,biological process involved in interspecies interaction between organisms,1.5643901781200966,0.25925925925925924
GOTERM_BP_FAT,GO:1902108~regulation of mitochondrial membrane permeability involved in apoptotic process,2,6.666666666666667,0.0348121814215853,"664, 665",27,26,19104,54.427350427350426,0.9999999999988136,0.9107206312433964,0.9107206312433964,hATF567,regulation of mitochondrial membrane permeability involved in apoptotic process,1.4582687618442967,0.07407407407407407
GOTERM_BP_FAT,GO:0034097~response to cytokine,5,16.666666666666664,0.0374774617987716,"3437, 3434, 3433, 8638, 3856",27,946,19104,3.7397228094902513,0.9999999999998608,0.9107206312433964,0.9107206312433964,hATF567,response to cytokine,1.426229829847086,0.18518518518518517
GOTERM_BP_FAT,GO:0035794~positive regulation of mitochondrial membrane permeability,2,6.666666666666667,0.038753162252584,"664, 665",27,29,19104,48.79693486590038,0.9999999999999504,0.9107206312433964,0.9107206312433964,hATF567,positive regulation of mitochondrial membrane permeability,1.4116928533431274,0.07407407407407407
GOTERM_BP_FAT,GO:1901652~response to peptide,5,16.666666666666664,0.0397528901252794,"3437, 3434, 3433, 8638, 3856",27,964,19104,3.669893960350392,0.9999999999999778,0.9107206312433964,0.9107206312433964,hATF567,response to peptide,1.4006312916657988,0.18518518518518517
GOTERM_BP_FAT,GO:0051382~kinetochore assembly,2,6.666666666666667,0.0400633807474953,"1063, 1062",27,30,19104,47.17037037037037,0.9999999999999828,0.9107206312433964,0.9107206312433964,hATF567,kinetochore assembly,1.3972524055658706,0.07407407407407407
GOTERM_BP_FAT,GO:0070925~organelle assembly,5,16.666666666666664,0.0407896349843641,"130916, 664, 1063, 1062, 3856",27,972,19104,3.639689071787837,0.9999999999999905,0.9107206312433964,0.9107206312433964,hATF567,organelle assembly,1.3894501810517648,0.18518518518518517
GOTERM_BP_FAT,GO:0043066~negative regulation of apoptotic process,5,16.666666666666664,0.0411824574851665,"3437, 664, 665, 3397, 3856",27,975,19104,3.628490028490028,0.999999999999993,0.9107206312433964,0.9107206312433964,hATF567,negative regulation of apoptotic process,1.3852877412439026,0.18518518518518517
GOTERM_CC_FAT,GO:0005635~nuclear envelope,4,13.333333333333334,0.0425609276901369,"664, 665, 114882, 1063",25,550,16775,4.88,0.9961785623406508,1.0,1.0,hATF567,nuclear envelope,1.3709889143991811,0.16
GOTERM_BP_FAT,GO:1905710~positive regulation of membrane permeability,2,6.666666666666667,0.0452871034858852,"664, 665",27,34,19104,41.62091503267974,0.9999999999999998,0.9473572458939244,0.9473572458939244,hATF567,positive regulation of membrane permeability,1.3440254554337174,0.07407407407407407
GOTERM_BP_FAT,GO:0051383~kinetochore organization,2,6.666666666666667,0.0452871034858852,"1063, 1062",27,34,19104,41.62091503267974,0.9999999999999998,0.9473572458939244,0.9473572458939244,hATF567,kinetochore organization,1.3440254554337174,0.07407407407407407
GOTERM_CC_FAT,GO:0031967~organelle envelope,6,20.0,0.0460026960669585,"664, 665, 114882, 1063, 56901, 4537",25,1409,16775,2.857345635202271,0.9975899011152176,1.0,1.0,hATF567,organelle envelope,1.3372167149990493,0.24
GOTERM_BP_FAT,GO:0043069~negative regulation of programmed cell death,5,16.666666666666664,0.0476252350405774,"3437, 664, 665, 3397, 3856",27,1022,19104,3.461622091759078,1.0,0.9700508400370256,0.9700508400370256,hATF567,negative regulation of programmed cell death,1.3221628679761899,0.18518518518518517
GOTERM_CC_FAT,GO:0005739~mitochondrion,7,23.333333333333332,0.0515374458068124,"130916, 3437, 5033, 664, 665, 56901, 4537",25,1943,16775,2.4173957797220793,0.9988555831558384,1.0,1.0,hATF567,mitochondrion,1.2878771088641665,0.28
GOTERM_BP_FAT,GO:0006950~response to stress,10,33.33333333333333,0.0603289873127574,"3437, 55870, 664, 6596, 665, 3434, 3433, 8638, 56901, 4537",27,3835,19104,1.8449949297406925,1.0,1.0,1.0,hATF567,response to stress,1.2194739647245807,0.37037037037037035
GOTERM_BP_FAT,GO:0070887~cellular response to chemical stimulus,7,23.333333333333332,0.0620892376427284,"664, 665, 3434, 3399, 56937, 56901, 4537",27,2129,19104,2.3263921507228225,1.0,1.0,1.0,hATF567,cellular response to chemical stimulus,1.2069836725680754,0.25925925925925924
GOTERM_BP_FAT,GO:0009605~response to external stimulus,7,23.333333333333332,0.0661437697088528,"3437, 664, 665, 3434, 3433, 8638, 3856",27,2163,19104,2.289823804386911,1.0,1.0,1.0,hATF567,response to external stimulus,1.179511057122662,0.25925925925925924
GOTERM_BP_FAT,GO:0001666~response to hypoxia,3,10.0,0.0668283652652687,"664, 665, 56901",27,312,19104,6.803418803418802,1.0,1.0,1.0,hATF567,response to hypoxia,1.1750391623232088,0.1111111111111111
GOTERM_MF_FAT,GO:0140416~transcription regulator inhibitor activity,2,6.666666666666667,0.0671293588098375,"3399, 3397",26,48,17305,27.732371794871796,0.9999987838157371,1.0,1.0,hATF567,transcription regulator inhibitor activity,1.1730875009854849,0.07692307692307693
GOTERM_BP_FAT,GO:0045071~negative regulation of viral genome replication,2,6.666666666666667,0.068457518913342,"3434, 8638",27,52,19104,27.213675213675213,1.0,1.0,1.0,hATF567,negative regulation of viral genome replication,1.1645788449260213,0.07407407407407407
GOTERM_MF_FAT,GO:0003723~RNA binding,7,23.333333333333332,0.0709265992065593,"130916, 3437, 6596, 3434, 3433, 8638, 9295",26,2078,17305,2.2420781816835715,0.9999994532293548,1.0,1.0,hATF567,RNA binding,1.1491908632338486,0.2692307692307692
GOTERM_BP_FAT,GO:0036293~response to decreased oxygen levels,3,10.0,0.0721383731615808,"664, 665, 56901",27,326,19104,6.511247443762781,1.0,1.0,1.0,hATF567,response to decreased oxygen levels,1.141833655958812,0.1111111111111111
GOTERM_BP_FAT,GO:1903146~regulation of autophagy of mitochondrion,2,6.666666666666667,0.0722663055919983,"664, 665",27,55,19104,25.729292929292928,1.0,1.0,1.0,hATF567,regulation of autophagy of mitochondrion,1.141064146776668,0.07407407407407407
GOTERM_BP_FAT,GO:0046902~regulation of mitochondrial membrane permeability,2,6.666666666666667,0.0785810305764859,"664, 665",27,60,19104,23.585185185185185,1.0,1.0,1.0,hATF567,regulation of mitochondrial membrane permeability,1.1046822797906155,0.07407407407407407
GOTERM_CC_FAT,GO:0031981~nuclear lumen,12,40.0,0.0816936453124212,"55870, 664, 6596, 665, 30000, 3399, 3397, 8638, 4820, 1063, 3856, 9295",25,5111,16775,1.575425552729407,0.99998170166918,1.0,1.0,hATF567,nuclear lumen,1.0878117245334982,0.48
GOTERM_BP_FAT,GO:0045595~regulation of cell differentiation,6,20.0,0.0820382943295318,"6596, 30000, 3399, 3486, 3397, 124936",27,1740,19104,2.439846743295019,1.0,1.0,1.0,hATF567,regulation of cell differentiation,1.0859833776914443,0.2222222222222222
GOTERM_MF_FAT,GO:0046983~protein dimerization activity,5,16.666666666666664,0.0823860295757993,"664, 665, 3399, 3397, 1063",26,1159,17305,2.871341342005708,0.9999999519865046,1.0,1.0,hATF567,protein dimerization activity,1.0841464265617873,0.19230769230769232
GOTERM_BP_FAT,GO:0007005~mitochondrion organization,3,10.0,0.0835598650807592,"664, 665, 3433",27,355,19104,5.979342723004695,1.0,1.0,1.0,hATF567,mitochondrion organization,1.078002269921134,0.1111111111111111
GOTERM_BP_FAT,GO:0097190~apoptotic signaling pathway,3,10.0,0.0839633466871491,"664, 665, 3856",27,356,19104,5.9625468164794,1.0,1.0,1.0,hATF567,apoptotic signaling pathway,1.0759102592416774,0.1111111111111111
GOTERM_BP_FAT,GO:0070482~response to oxygen levels,3,10.0,0.0847721634321441,"664, 665, 56901",27,358,19104,5.929236499068901,1.0,1.0,1.0,hATF567,response to oxygen levels,1.0717467332676889,0.1111111111111111
GOTERM_BP_FAT,GO:0045668~negative regulation of osteoblast differentiation,2,6.666666666666667,0.0948064943831854,"3399, 3397",27,73,19104,19.385083713850836,1.0,1.0,1.0,hATF567,negative regulation of osteoblast differentiation,1.0231619118373,0.07407407407407407
GOTERM_CC_FAT,GO:0005654~nucleoplasm,11,36.666666666666664,0.0988558091453749,"55870, 664, 6596, 665, 3399, 3397, 8638, 4820, 1063, 3856, 9295",25,4642,16775,1.5900473933649288,0.99999836443131,1.0,1.0,hATF567,nucleoplasm,1.0049978047959092,0.44
GOTERM_BP_FAT,GO:0090559~regulation of membrane permeability,2,6.666666666666667,0.099743427307558,"664, 665",27,77,19104,18.37806637806638,1.0,1.0,1.0,hATF567,regulation of membrane permeability,1.0011157129655879,0.07407407407407407
GOTERM_MF_FAT,GO:0015453~oxidoreduction-driven active transmembrane transporter activity,4,7.4074074074074066,0.0007317394760648294,"4540, 4512, 220002, 4539",46,68,17305,22.129156010230176,0.1871088569961879,0.2070822717263467,0.2063505322502818,nZF105,oxidoreduction-driven active transmembrane transporter activity,3.135643514906933,0.08695652173913043
GOTERM_BP_FAT,GO:0140374~antiviral innate immune response,4,7.4074074074074066,0.0009201050226550092,"3437, 3434, 3433, 8638",49,76,19104,20.51987110633727,0.7243821600866804,0.6918630707847105,0.6918630707847105,nZF105,antiviral innate immune response,3.036162598571408,0.08163265306122448
GOTERM_BP_FAT,GO:1902600~proton transmembrane transport,5,9.25925925925926,0.0013105170251003,"4509, 4540, 4512, 292, 4539",49,190,19104,10.259935553168637,0.8405344081227719,0.6918630707847105,0.6918630707847105,nZF105,proton transmembrane transport,2.8825573327035796,0.10204081632653061
GOTERM_BP_FAT,GO:0006950~response to stress,20,37.03703703703704,0.0014836234541487,"22921, 6596, 4540, 5663, 10808, 23047, 94241, 55183, 3437, 55870, 1026, 3434, 23064, 3433, 9518, 8638, 4512, 9636, 8349, 23190",49,3835,19104,2.033259718489743,0.8748966594050178,0.6918630707847105,0.6918630707847105,nZF105,response to stress,2.828676309660734,0.40816326530612246
GOTERM_MF_FAT,GO:0015078~proton transmembrane transporter activity,5,9.25925925925926,0.0015931164899399,"4509, 4540, 4512, 292, 4539",46,194,17305,9.695764231286418,0.363143853373115,0.2254259833265063,0.2246294250815363,nZF105,proton transmembrane transporter activity,2.7977524670812124,0.10869565217391304
GOTERM_CC_FAT,GO:0031981~nuclear lumen,25,46.2962962962963,0.0017030965647941,"6596, 8337, 7267, 5663, 10808, 23047, 55183, 94241, 23008, 6907, 23064, 30000, 3399, 8349, 9636, 23318, 723790, 3397, 220002, 55870, 1026, 3005, 8638, 5007, 6638",47,5111,16775,1.7458173235033323,0.299702919207836,0.2944731857335905,0.2916552605112595,nZF105,nuclear lumen,2.7687607270413443,0.5319148936170213
GOTERM_MF_FAT,GO:0030527~structural constituent of chromatin,4,7.4074074074074066,0.0027005175114048,"8337, 723790, 3005, 8349",46,107,17305,14.063388866314506,0.5347964595633776,0.2547488185758544,0.2538486460720529,nZF105,structural constituent of chromatin,2.568553002207332,0.08695652173913043
GOTERM_BP_FAT,GO:0006119~oxidative phosphorylation,4,7.4074074074074066,0.0034025213848112,"4509, 4540, 4512, 4539",49,120,19104,12.995918367346937,0.9915336210350372,1.0,1.0,nZF105,oxidative phosphorylation,2.4681991365797886,0.08163265306122448
GOTERM_BP_FAT,GO:0006979~response to oxidative stress,6,11.11111111111111,0.0044487835478825,"22921, 23064, 4540, 5663, 4512, 94241",49,432,19104,5.414965986394558,0.9980544145928152,1.0,1.0,nZF105,response to oxidative stress,2.3517587239995468,0.12244897959183673
GOTERM_CC_FAT,GO:0098803~respiratory chain complex,4,7.4074074074074066,0.0046409569431068,"4509, 4540, 4512, 4539",47,123,16775,11.606988410309636,0.6217567457440547,0.2944731857335905,0.2916552605112595,nZF105,respiratory chain complex,2.3333924607681853,0.0851063829787234
KEGG_PATHWAY,hsa05415:Diabetic cardiomyopathy,5,9.25925925925926,0.0049417269985155,"4509, 4540, 4512, 292, 4539",33,205,9375,6.929046563192905,0.3436677274011623,0.195621828894894,0.1865231391788523,nZF105,Diabetic cardiomyopathy,2.306121250498724,0.15151515151515152
GOTERM_MF_FAT,GO:0008137~NADH dehydrogenase (ubiquinone) activity,3,5.555555555555555,0.005579664125434,"4540, 4512, 4539",46,43,17305,26.246208291203235,0.7947377138950893,0.3947612368744594,0.3933663208431009,nZF105,NADH dehydrogenase (ubiquinone) activity,2.2533919431521885,0.06521739130434782
GOTERM_CC_FAT,GO:0019866~organelle inner membrane,7,12.962962962962962,0.005621523518995,"4509, 4540, 5663, 4512, 292, 7108, 4539",47,599,16775,4.170958690015273,0.6921717260526593,0.2944731857335905,0.2916552605112595,nZF105,organelle inner membrane,2.2501459680207856,0.14893617021276595
GOTERM_CC_FAT,GO:0005654~nucleoplasm,22,40.74074074074074,0.0068209392516986,"7267, 6596, 723790, 8337, 5663, 10808, 3397, 23047, 94241, 23008, 55183, 55870, 6907, 1026, 23064, 3005, 3399, 8638, 9636, 5007, 8349, 6638",47,4642,16775,1.691539780175456,0.7608012327179267,0.2944731857335905,0.2916552605112595,nZF105,nucleoplasm,2.1661558183430003,0.46808510638297873
GOTERM_CC_FAT,GO:0000786~nucleosome,4,7.4074074074074066,0.0070448130558275,"8337, 723790, 3005, 8349",47,143,16775,9.983633387888704,0.7718100053098785,0.2944731857335905,0.2916552605112595,nZF105,nucleosome,2.152130527025847,0.0851063829787234
KEGG_PATHWAY,hsa05208:Chemical carcinogenesis - reactive oxygen species,5,9.25925925925926,0.0070703847571317,"4509, 4540, 4512, 292, 4539",33,227,9375,6.257509010812976,0.4528965443796136,0.195621828894894,0.1865231391788523,nZF105,Chemical carcinogenesis - reactive oxygen species,2.1505569520655463,0.15151515151515152
GOTERM_BP_FAT,GO:0051607~defense response to virus,5,9.25925925925926,0.0074675129696465,"3437, 3434, 3433, 8638, 9636",49,309,19104,6.308698236576184,0.9999722908591628,1.0,1.0,nZF105,defense response to virus,2.1268240144364534,0.10204081632653061
GOTERM_BP_FAT,GO:0045071~negative regulation of viral genome replication,3,5.555555555555555,0.0075667133836216,"3434, 8638, 9636",49,52,19104,22.49293563579278,0.9999759092033697,1.0,1.0,nZF105,negative regulation of viral genome replication,2.121092716180314,0.061224489795918366
GOTERM_BP_FAT,GO:0098655~monoatomic cation transmembrane transport,7,12.962962962962962,0.0083883652629208,"4509, 4540, 6541, 5663, 4512, 292, 4539",49,710,19104,3.843863179074446,0.9999924445683568,1.0,1.0,nZF105,monoatomic cation transmembrane transport,2.0763226668789434,0.14285714285714285
KEGG_PATHWAY,hsa05010:Alzheimer disease,6,11.11111111111111,0.0094718290410231,"4509, 4540, 5663, 4512, 292, 4539",33,388,9375,4.393158388003749,0.5546713046923197,0.195621828894894,0.1865231391788523,nZF105,Alzheimer disease,2.0235661492202204,0.18181818181818182
GOTERM_MF_FAT,GO:0015399~primary active transmembrane transporter activity,4,7.4074074074074066,0.0100847303279978,"4540, 4512, 220002, 4539",46,172,17305,8.748736097067745,0.9432140858784585,0.5707957365646803,0.5687787904990808,nZF105,primary active transmembrane transporter activity,1.9963357106022677,0.08695652173913043
KEGG_PATHWAY,hsa00190:Oxidative phosphorylation,4,7.4074074074074066,0.0113322060872018,"4509, 4540, 4512, 4539",33,138,9375,8.234519104084322,0.620437842137199,0.195621828894894,0.1865231391788523,nZF105,Oxidative phosphorylation,1.945685536011759,0.12121212121212122
GOTERM_BP_FAT,GO:0042776~proton motive force-driven mitochondrial ATP synthesis,3,5.555555555555555,0.0119705185169603,"4509, 4540, 4539",49,66,19104,17.721706864564005,0.999999952371712,1.0,1.0,nZF105,proton motive force-driven mitochondrial ATP synthesis,1.9218870372145251,0.061224489795918366
GOTERM_BP_FAT,"GO:0015988~energy coupled proton transmembrane transport, against electrochemical gradient",2,3.7037037037037033,0.0125011450080926,"4540, 4512",49,5,19104,155.95102040816326,0.9999999775487242,1.0,1.0,nZF105,"energy coupled proton transmembrane transport, against electrochemical gradient",1.903050207158137,0.04081632653061224
GOTERM_BP_FAT,GO:0015990~electron transport coupled proton transport,2,3.7037037037037033,0.0125011450080926,"4540, 4512",49,5,19104,155.95102040816326,0.9999999775487242,1.0,1.0,nZF105,electron transport coupled proton transport,1.903050207158137,0.04081632653061224
KEGG_PATHWAY,hsa05012:Parkinson disease,5,9.25925925925926,0.0125100927430869,"4509, 4540, 4512, 292, 4539",33,268,9375,5.300203527815468,0.657013857828781,0.195621828894894,0.1865231391788523,nZF105,Parkinson disease,1.9027394706693637,0.15151515151515152
GOTERM_BP_FAT,GO:0006338~chromatin remodeling,7,12.962962962962962,0.0129491092531841,"55870, 8337, 6596, 723790, 3005, 8349, 55183",49,780,19104,3.4989010989010985,0.9999999881050484,1.0,1.0,nZF105,chromatin remodeling,1.887760104921097,0.14285714285714285
GOTERM_CC_FAT,GO:0031967~organelle envelope,10,18.51851851851852,0.0130564892244084,"4925, 4509, 4540, 5663, 4512, 292, 7108, 23190, 4539, 55183",47,1409,16775,2.533107832626127,0.9358657770816732,0.4262355065195674,0.4221566978447389,nZF105,organelle envelope,1.8841735853457002,0.2127659574468085
KEGG_PATHWAY,hsa05020:Prion disease,5,9.25925925925926,0.0136480345740623,"4509, 4540, 4512, 292, 4539",33,275,9375,5.1652892561983474,0.6890341373923607,0.195621828894894,0.1865231391788523,nZF105,Prion disease,1.8649298859929755,0.15151515151515152
GOTERM_BP_FAT,GO:0006811~monoatomic ion transport,8,14.814814814814811,0.0146481664557912,"26507, 4509, 4540, 6541, 5663, 4512, 292, 4539",49,1042,19104,2.9933017352814444,0.999999998933746,1.0,1.0,nZF105,monoatomic ion transport,1.834216733532899,0.16326530612244897
GOTERM_BP_FAT,GO:0015986~proton motive force-driven ATP synthesis,3,5.555555555555555,0.0156542284580205,"4509, 4540, 4539",49,76,19104,15.389903329752952,0.9999999997448756,1.0,1.0,nZF105,proton motive force-driven ATP synthesis,1.8053683323703804,0.061224489795918366
GOTERM_CC_FAT,GO:0005743~mitochondrial inner membrane,6,11.11111111111111,0.0158073654296888,"4509, 4540, 5663, 4512, 292, 4539",47,541,16775,3.9583906870649304,0.9642115319237416,0.4262355065195674,0.4221566978447389,nZF105,mitochondrial inner membrane,1.80114050670863,0.1276595744680851
GOTERM_BP_FAT,GO:0009893~positive regulation of metabolic process,17,31.48148148148148,0.0162834662509628,"23318, 6596, 5663, 10808, 3397, 292, 1062, 94241, 55183, 354, 55870, 6907, 1026, 23064, 3399, 9518, 9636",49,3717,19104,1.783136499151719,0.999999999895778,1.0,1.0,nZF105,positive regulation of metabolic process,1.7882531416193788,0.3469387755102041
GOTERM_CC_FAT,GO:0005730~nucleolus,9,16.666666666666664,0.0163152346993135,"23318, 1026, 7267, 6596, 23064, 3005, 8638, 5007, 220002",47,1214,16775,2.6459917978197622,0.9678713424360162,0.4262355065195674,0.4221566978447389,nZF105,nucleolus,1.7874066743809411,0.19148936170212766
GOTERM_BP_FAT,GO:0048525~negative regulation of viral process,3,5.555555555555555,0.0164423459551905,"3434, 8638, 9636",49,78,19104,14.995290423861851,0.9999999999168712,1.0,1.0,nZF105,negative regulation of viral process,1.7840362182614153,0.061224489795918366
GOTERM_BP_FAT,GO:0055085~transmembrane transport,9,16.666666666666664,0.0167110628569315,"26507, 4509, 4540, 6541, 5663, 4512, 220002, 292, 4539",49,1328,19104,2.6422424391443324,0.999999999943296,1.0,1.0,nZF105,transmembrane transport,1.776995927232822,0.1836734693877551
